DR_NO,DATE OCC,TIME OCC,AREA,Rpt Dist No,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,Status Desc,LOCATION,LAT,LON,City,Crime Subtype,Perp Age,Perp Sex,Arrest
210408257,05/03/2021 12:00:00 AM,2100,4,463,330,BURGLARY FROM VEHICLE,22,F,Invest Cont,1ST                          ST,34.0462,-118.2153,Los Angeles,BURGLARY FROM VEHICLE,,,False
220321202,12/02/2022 12:00:00 AM,611,3,396,354,THEFT OF IDENTITY,28,F,Invest Cont,800 W  43RD                         ST,34.0055,-118.2872,Los Angeles,THEFT OF IDENTITY,,,False
230316135,08/30/2023 12:00:00 AM,1,3,399,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),31,M,Invest Cont,S  FIGUEROA                     ST,34.0046,-118.2827,Los Angeles,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),,,False
220311676,06/03/2022 12:00:00 AM,906,3,332,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,32,F,Adult Other,4300 W  30TH                         ST,34.0276,-118.3405,Los Angeles,INTIMATE PARTNER - AGGRAVATED ASSAULT,,,False
211012173,09/10/2021 12:00:00 AM,145,10,1011,330,BURGLARY FROM VEHICLE,61,F,Invest Cont,18900    COHASSET                     ST,34.2062,-118.5451,Los Angeles,BURGLARY FROM VEHICLE,,,False
221411055,05/15/2022 12:00:00 AM,2150,14,1469,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,Invest Cont,5200 W  CENTINELA                    AV,33.9773,-118.3702,Los Angeles,SHOPLIFTING - PETTY THEFT ($950 & UNDER),,,False
210120268,11/02/2021 12:00:00 AM,1000,1,119,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",26,F,Invest Cont,800 N  ALAMEDA                      ST,34.0561,-118.2375,Los Angeles,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,,False
201713569,08/27/2020 12:00:00 AM,1330,17,1745,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",34,F,Invest Cont,10600    LOUISE                       AV,34.2631,-118.511,Los Angeles,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,False
231304925,01/18/2023 12:00:00 AM,2100,13,1395,510,VEHICLE - STOLEN,0,,Invest Cont,6800    AVALON                       BL,33.9779,-118.2652,Los Angeles,VEHICLE - STOLEN,,,False
220815650,09/18/2022 12:00:00 AM,1000,8,827,440,THEFT PLAIN - PETTY ($950 & UNDER),75,F,Invest Cont,11700 W  SUNSET                       BL,34.0641,-118.4712,Los Angeles,THEFT PLAIN - PETTY ($950 & UNDER),,,False
200415887,12/12/2020 12:00:00 AM,2035,4,465,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,M,Invest Cont,INEZ                         ST,34.0339,-118.2012,Los Angeles,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,False
221506299,02/26/2022 12:00:00 AM,1800,15,1511,330,BURGLARY FROM VEHICLE,0,M,Invest Cont,7300    ETHEL                        AV,34.2033,-118.4182,Los Angeles,BURGLARY FROM VEHICLE,,,False
210507047,03/19/2021 12:00:00 AM,920,5,506,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,M,Juv Arrest,1300 W  219TH                        ST,33.8292,-118.3016,Los Angeles,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,True
201913560,07/24/2020 12:00:00 AM,1,19,1985,330,BURGLARY FROM VEHICLE,34,F,Invest Cont,8800    VAN NUYS                     BL,34.2301,-118.4502,Los Angeles,BURGLARY FROM VEHICLE,,,False
200411925,08/19/2020 12:00:00 AM,1600,4,469,237,CHILD NEGLECT (SEE 300 W.I.C.),6,M,Adult Other,4TH,34.0326,-118.1924,Los Angeles,CHILD NEGLECT (SEE 300 W.I.C.),,,False
210710842,07/12/2021 12:00:00 AM,1945,7,724,624,BATTERY - SIMPLE ASSAULT,39,M,Invest Cont,100    THE GROVE                    DR,34.0747,-118.3563,Los Angeles,BATTERY - SIMPLE ASSAULT,,,False
211506591,02/22/2021 12:00:00 AM,1200,15,1529,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",72,M,Invest Cont,6300    CLEON                        AV,34.1854,-118.3681,Los Angeles,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,,False
231011851,07/28/2023 12:00:00 AM,330,10,1023,330,BURGLARY FROM VEHICLE,76,M,Invest Cont,18900    KITTRIDGE                    ST,34.1904,-118.5508,Los Angeles,BURGLARY FROM VEHICLE,,,False
211314983,08/27/2021 12:00:00 AM,2000,13,1309,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",29,M,Invest Cont,1900    VIOLET                       ST,34.0326,-118.2328,Los Angeles,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,False
221211064,04/29/2022 12:00:00 AM,830,12,1203,946,OTHER MISCELLANEOUS CRIME,33,F,Adult Arrest,1800 W  49TH                         ST,33.999,-118.3113,Los Angeles,OTHER MISCELLANEOUS CRIME,,,True
201015602,12/01/2020 12:00:00 AM,840,10,1023,888,TRESPASSING,0,M,Invest Cont,WILBUR,34.1902,-118.5447,Los Angeles,TRESPASSING,,,False
211708104,05/03/2021 12:00:00 AM,1400,17,1791,624,BATTERY - SIMPLE ASSAULT,41,F,Adult Other,20100    ROSCOE                       BL,34.2244,-118.5804,Los Angeles,BATTERY - SIMPLE ASSAULT,,,False
210210831,06/18/2021 12:00:00 AM,1800,2,216,664,"BUNCO, PETTY THEFT",38,M,Invest Cont,400 N  CORONADO                     ST,34.0732,-118.2728,Los Angeles,"BUNCO, PETTY THEFT",,,False
220319952,10/02/2022 12:00:00 AM,2030,3,328,352,PICKPOCKET,22,F,Invest Cont,600 W  JEFFERSON                    BL,34.0225,-118.2812,Los Angeles,PICKPOCKET,,,False
201013983,10/12/2020 12:00:00 AM,1540,10,1045,626,INTIMATE PARTNER - SIMPLE ASSAULT,30,F,Adult Other,17800    BURBANK                      BL,34.1722,-118.5206,Los Angeles,INTIMATE PARTNER - SIMPLE ASSAULT,,,False
220811959,07/11/2022 12:00:00 AM,1245,8,817,350,"THEFT, PERSON",66,M,Invest Cont,1000    WESTWOOD                     BL,34.0626,-118.4453,Los Angeles,"THEFT, PERSON",,,False
231417697,09/23/2023 12:00:00 AM,1030,14,1413,624,BATTERY - SIMPLE ASSAULT,60,M,Invest Cont,1200    ABBOT KINNEY                 BL,33.9956,-118.4722,Los Angeles,BATTERY - SIMPLE ASSAULT,,,False
201318591,10/07/2020 12:00:00 AM,1000,13,1381,510,VEHICLE - STOLEN,0,,Invest Cont,61ST                         ST,33.9842,-118.2783,Los Angeles,VEHICLE - STOLEN,,,False
220917843,12/28/2022 12:00:00 AM,600,9,916,354,THEFT OF IDENTITY,37,F,Invest Cont,13800    VANOWEN                      ST,34.1976,-118.4356,Los Angeles,THEFT OF IDENTITY,,,False
201606017,02/18/2020 12:00:00 AM,1630,16,1641,210,ROBBERY,23,M,Adult Arrest,10000    LAUREL CANYON                BL,34.2519,-118.4248,Los Angeles,ROBBERY,,,True
211115119,11/08/2021 12:00:00 AM,800,11,1171,440,THEFT PLAIN - PETTY ($950 & UNDER),88,F,Invest Cont,1400    WESTERLY                     TR,34.0917,-118.2741,Los Angeles,THEFT PLAIN - PETTY ($950 & UNDER),,,False
222106261,03/01/2022 12:00:00 AM,1315,21,2158,210,ROBBERY,34,M,Invest Cont,6400    CANOGA                       AV,34.1867,-118.5974,Los Angeles,ROBBERY,,,False
211714851,11/07/2021 12:00:00 AM,950,17,1796,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",22,F,Invest Cont,16800    PARTHENIA                    ST,34.2285,-118.4983,Los Angeles,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,,False
221512201,06/24/2022 12:00:00 AM,1425,15,1526,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0,,Adult Arrest,11600    VICTORY                      BL,34.1867,-118.3851,Los Angeles,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,,True
211512131,07/20/2021 12:00:00 AM,1150,15,1526,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),46,F,Adult Other,11600    FRIAR                        ST,34.1858,-118.3846,Los Angeles,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,,False
220320943,11/29/2022 12:00:00 AM,445,3,393,320,"BURGLARY, ATTEMPTED",21,X,Invest Cont,4200    CRENSHAW                     BL,34.0084,-118.3351,Los Angeles,"BURGLARY, ATTEMPTED",,,False
220208643,04/02/2022 12:00:00 AM,1300,2,247,354,THEFT OF IDENTITY,26,F,Invest Cont,400 S  UNION                        AV,34.0596,-118.2701,Los Angeles,THEFT OF IDENTITY,,,False
211812558,06/24/2021 12:00:00 AM,700,18,1891,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,Invest Cont,800 W  165TH                        PL,33.8807,-118.2902,Los Angeles,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,False
221605593,02/18/2022 12:00:00 AM,1700,16,1668,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",34,M,Invest Cont,7500    VALAHO                       DR,34.252,-118.2956,Los Angeles,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,,False
200110556,04/16/2020 12:00:00 AM,355,1,176,210,ROBBERY,34,M,Invest Cont,9TH                          ST,34.0387,-118.2519,Los Angeles,ROBBERY,,,False
220411187,07/22/2022 12:00:00 AM,1,4,466,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",71,M,Invest Cont,2900    NEW JERSEY                   ST,34.0433,-118.2022,Los Angeles,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,,False
200120137,10/28/2020 12:00:00 AM,1800,1,163,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,M,Invest Cont,800 S  BROADWAY,34.0434,-118.255,Los Angeles,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,False
230209236,04/18/2023 12:00:00 AM,2300,2,221,888,TRESPASSING,0,X,Invest Cont,300 N  VERMONT                      AV,34.0777,-118.2961,Los Angeles,TRESPASSING,,,False
220211184,05/16/2022 12:00:00 AM,1700,2,211,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",63,M,Adult Arrest,500 N  ALEXANDRIA                   AV,34.079,-118.2981,Los Angeles,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,True
211110506,07/07/2021 12:00:00 AM,125,11,1135,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",56,M,Invest Cont,3600    VERDUGO                      RD,34.116,-118.2339,Los Angeles,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,False
200805397,01/31/2020 12:00:00 AM,1040,8,835,440,THEFT PLAIN - PETTY ($950 & UNDER),73,F,Invest Cont,1800 S  SEPULVEDA                    BL,34.0459,-118.4428,Los Angeles,THEFT PLAIN - PETTY ($950 & UNDER),,,False
230106523,02/07/2023 12:00:00 AM,1515,1,156,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",55,M,Invest Cont,6TH,34.0423,-118.2453,Los Angeles,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,False
221813962,07/08/2022 12:00:00 AM,1457,18,1849,626,INTIMATE PARTNER - SIMPLE ASSAULT,40,M,Invest Cont,2000 E  115TH                        ST,33.9305,-118.2363,Los Angeles,INTIMATE PARTNER - SIMPLE ASSAULT,,,False
210121901,12/09/2021 12:00:00 AM,2105,1,159,330,BURGLARY FROM VEHICLE,23,F,Invest Cont,6TH                          ST,34.0383,-118.2327,Los Angeles,BURGLARY FROM VEHICLE,,,False
200407677,04/09/2020 12:00:00 AM,220,4,479,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",58,F,Adult Arrest,3500    SISKIYOU                     ST,34.0256,-118.1992,Los Angeles,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,True
220406849,03/24/2022 12:00:00 AM,840,4,415,510,VEHICLE - STOLEN,0,,Invest Cont,2900    WORKMAN                      ST,34.0779,-118.2145,Los Angeles,VEHICLE - STOLEN,,,False
220711038,06/28/2022 12:00:00 AM,1100,7,787,624,BATTERY - SIMPLE ASSAULT,48,M,Invest Cont,2000    WELLINGTON                   RD,34.0381,-118.3348,Los Angeles,BATTERY - SIMPLE ASSAULT,,,False
231405166,12/31/2022 12:00:00 AM,1830,14,1409,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",72,F,Invest Cont,9800    HANNUM                       DR,34.0278,-118.4003,Los Angeles,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,False
221411091,05/18/2022 12:00:00 AM,2330,14,1443,626,INTIMATE PARTNER - SIMPLE ASSAULT,26,F,Invest Cont,2400    LINCOLN                      BL,33.9939,-118.4524,Los Angeles,INTIMATE PARTNER - SIMPLE ASSAULT,,,False
211707951,04/29/2021 12:00:00 AM,1240,17,1771,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),29,M,Invest Cont,20500    PRAIRIE                      ST,34.2391,-118.5798,Los Angeles,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,,False
210606086,02/19/2021 12:00:00 AM,1630,6,622,330,BURGLARY FROM VEHICLE,41,F,Invest Cont,LAUREL CANYON,34.1236,-118.3754,Los Angeles,BURGLARY FROM VEHICLE,,,False
221114059,09/18/2022 12:00:00 AM,2010,11,1183,815,SEXUAL PENETRATION W/FOREIGN OBJECT,61,F,Adult Arrest,GLENDALE                     BL,34.0834,-118.2599,Los Angeles,SEXUAL PENETRATION W/FOREIGN OBJECT,,,True
200817088,11/05/2020 12:00:00 AM,5,8,829,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",39,M,Invest Cont,1600    PANDORA                      AV,34.0586,-118.4261,Los Angeles,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,,False
230119650,08/19/2023 12:00:00 AM,1730,1,135,330,BURGLARY FROM VEHICLE,51,M,Invest Cont,3RD,34.0495,-118.2459,Los Angeles,BURGLARY FROM VEHICLE,,,False
212117368,12/08/2021 12:00:00 AM,1300,21,2187,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",36,M,Invest Cont,21900    VENTURA                      BL,34.1685,-118.6038,Los Angeles,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,,False
220718314,12/28/2022 12:00:00 AM,1030,7,766,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",14,F,Invest Cont,4200 W  PICO                         BL,34.0478,-118.3267,Los Angeles,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,False
231504491,01/12/2023 12:00:00 AM,545,15,1543,330,BURGLARY FROM VEHICLE,43,M,Invest Cont,5200    BELLINGHAM                   AV,34.1649,-118.3993,Los Angeles,BURGLARY FROM VEHICLE,,,False
231304756,01/15/2023 12:00:00 AM,2000,13,1365,901,VIOLATION OF RESTRAINING ORDER,22,F,Invest Cont,1400 E  53RD                         ST,33.9994,-118.2499,Los Angeles,VIOLATION OF RESTRAINING ORDER,,,False
210609926,05/15/2021 12:00:00 AM,1150,6,656,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",28,M,Invest Cont,GOWER,0.0,0.0,Los Angeles,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,False
230712756,07/14/2023 12:00:00 AM,200,7,745,354,THEFT OF IDENTITY,0,M,Invest Cont,1000 S  COCHRAN                      AV,34.0573,-118.3491,Los Angeles,THEFT OF IDENTITY,,,False
220212967,07/06/2022 12:00:00 AM,1935,2,246,624,BATTERY - SIMPLE ASSAULT,26,M,Invest Cont,400 S  WESTLAKE                     AV,34.0608,-118.2726,Los Angeles,BATTERY - SIMPLE ASSAULT,,,False
200808440,04/08/2020 12:00:00 AM,1600,8,816,510,VEHICLE - STOLEN,0,,Invest Cont,600    KELTON                       AV,34.0665,-118.4534,Los Angeles,VEHICLE - STOLEN,,,False
231610083,07/13/2023 12:00:00 AM,1652,16,1653,901,VIOLATION OF RESTRAINING ORDER,40,F,Invest Cont,12700    OSBORNE                      ST,34.2542,-118.4095,Los Angeles,VIOLATION OF RESTRAINING ORDER,,,False
221215485,07/10/2022 12:00:00 AM,2300,12,1256,310,BURGLARY,53,F,Invest Cont,600 W  75TH                         ST,33.9717,-118.2844,Los Angeles,BURGLARY,,,False
211820114,11/16/2021 12:00:00 AM,2000,18,1881,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34,M,Invest Cont,HOOVER                       ST,33.8854,-118.2871,Los Angeles,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,False
201014316,06/17/2020 12:00:00 AM,1300,10,1025,354,THEFT OF IDENTITY,27,M,Invest Cont,7000    CHIMINEAS                    AV,34.1975,-118.5284,Los Angeles,THEFT OF IDENTITY,,,False
230309246,04/12/2023 12:00:00 AM,930,3,395,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0,,Invest Cont,4100 S  WESTERN                      AV,34.0099,-118.3089,Los Angeles,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,,False
211714173,09/01/2021 12:00:00 AM,1405,17,1717,354,THEFT OF IDENTITY,27,F,Invest Cont,16500    MCKEEVER                     ST,34.2747,-118.491,Los Angeles,THEFT OF IDENTITY,,,False
220818274,12/17/2022 12:00:00 AM,2000,8,887,510,VEHICLE - STOLEN,0,,Invest Cont,9200    MONTE MAR                    DR,34.0475,-118.3899,Los Angeles,VEHICLE - STOLEN,,,False
231406108,01/01/2023 12:00:00 AM,1200,14,1445,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),76,M,Invest Cont,12400    MATTESON                     AV,34.0022,-118.4324,Los Angeles,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),,,False
210408776,05/16/2021 12:00:00 AM,2130,4,489,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,30,F,Adult Other,2800    CAMULOS                      PL,34.0255,-118.2161,Los Angeles,INTIMATE PARTNER - AGGRAVATED ASSAULT,,,False
231307065,02/24/2023 12:00:00 AM,1200,13,1394,510,VEHICLE - STOLEN,0,,Invest Cont,100 E  FLORENCE                     AV,33.9786,-118.2717,Los Angeles,VEHICLE - STOLEN,,,False
221312225,06/02/2022 12:00:00 AM,1200,13,1377,354,THEFT OF IDENTITY,39,F,Invest Cont,5400    FORTUNA                      ST,33.9939,-118.2456,Los Angeles,THEFT OF IDENTITY,,,False
221813989,07/03/2022 12:00:00 AM,17,18,1834,354,THEFT OF IDENTITY,20,M,Invest Cont,800 E  106TH                        ST,33.9401,-118.2609,Los Angeles,THEFT OF IDENTITY,,,False
220604594,01/15/2022 12:00:00 AM,315,6,643,210,ROBBERY,30,M,Invest Cont,SUNSET,34.098,-118.3462,Los Angeles,ROBBERY,,,False
221512717,07/24/2022 12:00:00 AM,1300,15,1541,510,VEHICLE - STOLEN,0,,Invest Cont,5300    BABCOCK                      AV,34.1669,-118.4064,Los Angeles,VEHICLE - STOLEN,,,False
211518150,12/01/2021 12:00:00 AM,1215,15,1555,210,ROBBERY,25,F,Adult Arrest,11200    HUSTON                       ST,34.1599,-118.3758,Los Angeles,ROBBERY,,,True
200908449,04/15/2020 12:00:00 AM,30,9,909,626,INTIMATE PARTNER - SIMPLE ASSAULT,50,M,Adult Other,13600    RUNNYMEDE                    ST,34.2062,-118.4299,Los Angeles,INTIMATE PARTNER - SIMPLE ASSAULT,,,False
200218582,12/13/2020 12:00:00 AM,1700,2,245,510,VEHICLE - STOLEN,0,,Invest Cont,2400 W  7TH                          ST,34.061,-118.2775,Los Angeles,VEHICLE - STOLEN,,,False
220414829,10/30/2022 12:00:00 AM,230,4,457,626,INTIMATE PARTNER - SIMPLE ASSAULT,27,F,Adult Other,2400    FOLSOM                       ST,34.0486,-118.2067,Los Angeles,INTIMATE PARTNER - SIMPLE ASSAULT,,,False
221111299,06/24/2022 12:00:00 AM,338,11,1183,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),22,M,Invest Cont,LUCRETIA                     AV,34.0834,-118.2544,Los Angeles,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),,,False
201911034,06/15/2020 12:00:00 AM,2100,19,1902,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",39,M,Invest Cont,14300    FOOTHILL                     BL,34.3192,-118.4455,Los Angeles,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,False
200306501,02/11/2020 12:00:00 AM,1625,3,334,210,ROBBERY,30,F,Invest Cont,EXPOSITION                   BL,34.0227,-118.3351,Los Angeles,ROBBERY,,,False
220717930,12/17/2022 12:00:00 AM,1230,7,775,624,BATTERY - SIMPLE ASSAULT,62,F,Juv Arrest,1700    VINEYARD                     AV,34.0427,-118.3423,Los Angeles,BATTERY - SIMPLE ASSAULT,,,True
221114120,09/12/2022 12:00:00 AM,900,11,1152,354,THEFT OF IDENTITY,33,M,Invest Cont,4400    SUNSET                       DR,34.0982,-118.2852,Los Angeles,THEFT OF IDENTITY,,,False
201417173,09/14/2020 12:00:00 AM,1045,14,1406,900,VIOLATION OF COURT ORDER,23,M,Adult Arrest,3700    OVERLAND                     AV,34.021,-118.4087,Los Angeles,VIOLATION OF COURT ORDER,,,True
210810910,06/08/2021 12:00:00 AM,1900,8,848,440,THEFT PLAIN - PETTY ($950 & UNDER),73,F,Invest Cont,10000 W  OLYMPIC                      BL,34.059,-118.4111,Los Angeles,THEFT PLAIN - PETTY ($950 & UNDER),,,False
210414217,10/24/2021 12:00:00 AM,1935,4,407,110,CRIMINAL HOMICIDE,42,F,Invest Cont,3700    COLLIS                       AV,34.0876,-118.184,Los Angeles,CRIMINAL HOMICIDE,,,False
200405603,02/11/2020 12:00:00 AM,1230,4,466,762,LEWD CONDUCT,48,F,Invest Cont,2400 E  CESAR E CHAVEZ               AV,34.0468,-118.2078,Los Angeles,LEWD CONDUCT,,,False
220705402,02/07/2022 12:00:00 AM,700,7,722,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",0,X,Invest Cont,100 N  LA CIENEGA                   BL,34.0734,-118.3765,Los Angeles,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",,,False
210704271,01/08/2021 12:00:00 AM,2005,7,769,510,VEHICLE - STOLEN,0,,Adult Arrest,NORTON,34.0454,-118.3207,Los Angeles,VEHICLE - STOLEN,,,True
211116076,12/05/2021 12:00:00 AM,2030,11,1118,624,BATTERY - SIMPLE ASSAULT,50,M,Adult Other,5600    ASH                          ST,34.1119,-118.1963,Los Angeles,BATTERY - SIMPLE ASSAULT,,,False
200817718,12/18/2020 12:00:00 AM,1318,8,822,662,"BUNCO, GRAND THEFT",48,F,Invest Cont,16100 W  SUNSET                       BL,34.0489,-118.5366,Los Angeles,"BUNCO, GRAND THEFT",,,False
220122441,10/14/2022 12:00:00 AM,205,1,191,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,M,Invest Cont,WASHINGTON,34.035,-118.2734,Los Angeles,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,False
222012243,07/13/2022 12:00:00 AM,500,20,2025,510,VEHICLE - STOLEN,0,,Invest Cont,400 S  MARIPOSA                     AV,34.0672,-118.2992,Los Angeles,VEHICLE - STOLEN,,,False
231912521,06/26/2023 12:00:00 AM,1130,19,1908,354,THEFT OF IDENTITY,42,F,Invest Cont,13000    HUBBARD                      ST,34.3077,-118.4133,Los Angeles,THEFT OF IDENTITY,,,False
212115687,09/06/2021 12:00:00 AM,900,21,2155,649,DOCUMENT FORGERY / STOLEN FELONY,57,M,Invest Cont,22100    ERWIN                        ST,34.1829,-118.6077,Los Angeles,DOCUMENT FORGERY / STOLEN FELONY,,,False
201512279,06/24/2020 12:00:00 AM,1615,15,1557,440,THEFT PLAIN - PETTY ($950 & UNDER),27,F,Invest Cont,CARTWRIGHT,34.1577,-118.3637,Los Angeles,THEFT PLAIN - PETTY ($950 & UNDER),,,False
210714337,10/14/2021 12:00:00 AM,1900,7,706,901,VIOLATION OF RESTRAINING ORDER,70,M,Adult Other,600 N  SYCAMORE                     AV,34.0819,-118.3428,Los Angeles,VIOLATION OF RESTRAINING ORDER,,,False
220713347,08/24/2022 12:00:00 AM,1200,7,755,510,VEHICLE - STOLEN,0,,Adult Arrest,1100    MASSELIN                     AV,34.0529,-118.357,Los Angeles,VEHICLE - STOLEN,,,True
200817568,12/14/2020 12:00:00 AM,148,8,884,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,Invest Cont,2300    WESTWOOD                     BL,34.0423,-118.4304,Los Angeles,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,False
201112396,08/11/2020 12:00:00 AM,2300,11,1145,510,VEHICLE - STOLEN,0,,Invest Cont,2400    SILVER RIDGE                 AV,34.0997,-118.2555,Los Angeles,VEHICLE - STOLEN,,,False
220117582,08/04/2022 12:00:00 AM,1030,1,127,624,BATTERY - SIMPLE ASSAULT,59,F,Invest Cont,300 N  LOS ANGELES                  ST,34.0534,-118.2409,Los Angeles,BATTERY - SIMPLE ASSAULT,,,False
231311982,06/04/2023 12:00:00 AM,545,13,1354,310,BURGLARY,0,M,Invest Cont,100 E  MARTIN LUTHER KING JR        BL,34.0112,-118.274,Los Angeles,BURGLARY,,,False
220105131,01/17/2022 12:00:00 AM,1900,1,192,330,BURGLARY FROM VEHICLE,67,M,Invest Cont,HOPE,34.039,-118.266,Los Angeles,BURGLARY FROM VEHICLE,,,False
211814575,08/01/2021 12:00:00 AM,1822,18,1824,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",60,M,Invest Cont,99TH                         ST,33.947,-118.2541,Los Angeles,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,False
200114900,07/14/2020 12:00:00 AM,2200,1,138,624,BATTERY - SIMPLE ASSAULT,45,F,Invest Cont,7TH                          ST,34.0468,-118.2415,Los Angeles,BATTERY - SIMPLE ASSAULT,,,False
220604435,01/11/2022 12:00:00 AM,755,6,643,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",31,M,Adult Other,LA BREA,34.098,-118.3443,Los Angeles,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,False
221309471,04/04/2022 12:00:00 AM,1400,13,1395,510,VEHICLE - STOLEN,0,,Invest Cont,6400    AVALON                       BL,33.9815,-118.2652,Los Angeles,VEHICLE - STOLEN,,,False
230813318,08/16/2023 12:00:00 AM,230,8,886,932,PEEPING TOM,19,F,Invest Cont,1200 S  CAMDEN                       DR,34.0558,-118.4002,Los Angeles,PEEPING TOM,,,False
